user_id,item_id,rating
19,231,3.0
19,169,4.0
19,192,5.0
19,133,4.0
19,74,5.0
19,284,5.0
19,212,4.0
19,120,5.0
19,92,1.0
20,176,5.0
20,140,1.0
20,205,1.0
20,89,1.0
20,291,3.0
20,19,5.0
20,98,1.0
20,20,2.0
20,119,2.0
20,145,3.0
20,97,5.0
20,223,1.0
20,99,1.0
20,60,1.0
20,210,2.0
21,280,1.0
21,16,2.0
21,117,3.0
21,99,3.0
21,57,4.0
21,184,5.0
21,129,2.0
21,126,3.0
21,166,2.0
21,122,4.0
21,116,3.0
21,288,1.0
21,104,1.0
21,64,3.0
21,249,4.0
22,208,2.0
22,203,1.0
22,214,2.0
22,159,4.0
22,292,3.0
22,217,1.0
22,176,5.0
22,71,3.0
22,230,4.0
22,145,2.0
22,30,1.0
22,121,4.0
22,74,4.0
22,79,4.0
22,22,3.0
23,218,4.0
23,191,4.0
23,233,2.0
23,118,5.0
23,200,5.0
23,294,3.0
23,52,3.0
23,202,5.0
23,135,2.0
23,245,5.0
23,265,5.0
23,90,2.0
23,252,4.0
23,208,3.0
23,266,3.0
24,243,2.0
24,136,5.0
24,116,5.0
24,249,5.0
24,22,5.0
24,266,3.0
24,162,5.0
24,236,3.0
24,26,5.0
24,196,4.0
24,113,5.0
24,131,4.0
24,103,2.0
24,157,2.0
24,107,2.0
25,79,1.0
25,147,1.0
25,250,4.0
25,265,3.0
25,207,4.0
25,153,3.0
25,164,1.0
25,171,1.0
25,16,1.0
25,169,3.0
25,216,3.0
25,299,4.0
25,73,4.0
25,97,4.0
25,243,4.0
26,14,3.0
26,106,2.0
26,158,1.0
26,263,3.0
26,3,3.0
26,241,4.0
26,229,3.0
26,255,2.0
26,153,4.0
26,113,2.0
26,16,1.0
26,206,4.0
26,182,3.0
26,110,1.0
26,36,2.0
27,84,5.0
27,233,2.0
27,90,3.0
27,108,3.0
27,157,3.0
27,195,2.0
27,285,4.0
27,295,5.0
27,117,4.0
27,87,2.0
27,265,2.0
27,241,4.0
27,72,3.0
27,39,3.0
27,98,5.0
28,82,1.0
28,180,3.0
28,196,3.0
28,76,4.0
28,185,3.0
28,253,5.0
28,58,3.0
28,261,4.0
28,59,5.0
28,179,4.0
28,284,3.0
28,190,2.0
28,204,3.0
28,152,5.0
28,4,2.0
29,66,5.0
29,229,5.0
29,180,2.0
29,30,2.0
29,155,5.0
29,285,5.0
29,133,4.0
29,226,3.0
29,272,4.0
29,199,5.0
29,136,3.0
29,182,4.0
29,273,5.0
29,264,3.0
29,188,4.0
30,125,1.0
30,133,2.0
30,117,3.0
30,163,2.0
30,206,1.0
30,31,2.0
30,173,3.0
30,238,1.0
30,96,2.0
30,184,1.0
30,298,1.0
30,214,3.0
30,155,1.0
30,236,2.0
30,190,1.0
31,59,5.0
31,38,2.0
31,103,3.0
31,174,3.0
31,220,3.0
31,188,4.0
31,39,3.0
31,292,3.0
31,212,3.0
31,90,2.0
31,79,3.0
31,12,5.0
31,168,3.0
31,218,2.0
31,34,1.0
32,140,3.0
32,73,5.0
32,280,3.0
32,22,4.0
32,0,3.0
32,279,1.0
32,240,1.0
32,115,2.0
32,288,1.0
32,163,2.0
32,15,5.0
32,5,2.0
32,142,3.0
32,1,5.0
32,299,4.0
33,57,4.0
33,113,4.0
33,176,5.0
33,267,3.0
33,181,2.0
33,200,5.0
33,233,3.0
33,78,2.0
33,119,3.0
33,13,3.0
33,105,3.0
33,123,4.0
33,238,4.0
33,92,2.0
33,191,3.0
34,205,5.0
34,201,2.0
34,161,3.0
34,86,5.0
34,5,1.0
34,16,3.0
34,25,5.0
34,145,5.0
34,220,2.0
34,192,4.0
34,262,2.0
34,48,2.0
34,147,2.0
34,93,4.0
34,218,4.0
35,169,2.0
35,233,1.0
35,236,2.0
35,268,2.0
35,143,2.0
35,101,4.0
35,36,1.0
35,210,2.0
35,263,1.0
35,75,3.0
35,104,1.0
35,187,2.0
35,287,3.0
35,250,3.0
35,202,1.0
36,211,2.0
36,296,2.0
36,35,5.0
36,245,3.0
36,68,1.0
36,12,4.0
36,105,2.0
36,143,3.0
36,179,3.0
36,67,1.0
36,47,1.0
36,81,3.0
36,84,5.0
36,281,1.0
36,227,2.0
37,213,1.0
37,107,4.0
37,11,1.0
37,287,4.0
37,82,3.0
37,13,5.0
37,77,2.0
37,44,4.0
37,198,1.0
37,187,5.0
37,81,4.0
37,1,4.0
37,75,3.0
37,241,4.0
37,141,3.0
38,75,3.0
38,87,2.0
38,6,3.0
38,17,3.0
38,297,4.0
38,280,3.0
38,238,4.0
38,277,3.0
38,77,4.0
38,132,5.0
38,286,5.0
38,244,1.0
38,199,5.0
38,69,5.0
38,4,3.0
39,123,2.0
39,132,3.0
39,111,4.0
39,4,4.0
39,24,3.0
39,8,5.0
39,107,2.0
39,128,3.0
39,226,5.0
39,209,4.0
39,13,4.0
39,150,2.0
39,14,5.0
39,277,3.0
39,282,4.0
40,16,1.0
40,268,3.0
40,283,2.0
40,91,3.0
40,45,3.0
40,204,2.0
40,37,2.0
40,254,3.0
40,1,3.0
40,286,3.0
40,19,4.0
40,249,4.0
40,30,1.0
40,55,2.0
40,108,2.0
41,55,1.0
41,128,2.0
41,67,2.0
41,178,1.0
41,237,4.0
41,170,1.0
41,291,2.0
41,122,5.0
41,72,4.0
41,20,4.0
41,154,3.0
41,162,5.0
41,211,3.0
41,243,2.0
41,3,4.0
42,98,3.0
42,192,5.0
42,42,2.0
42,241,4.0
42,87,2.0
42,0,3.0
42,248,2.0
42,257,4.0
42,279,2.0
42,77,2.0
42,133,4.0
42,61,2.0
42,5,1.0
42,55,2.0
42,21,3.0
43,296,3.0
43,220,2.0
43,130,2.0
43,248,2.0
43,156,4.0
43,229,5.0
43,17,2.0
43,120,3.0
43,173,4.0
43,226,5.0
43,274,4.0
43,162,3.0
43,291,2.0
43,85,2.0
43,205,1.0
44,188,4.0
44,114,5.0
44,273,5.0
44,218,3.0
44,290,4.0
44,186,4.0
44,158,4.0
44,159,5.0
44,198,2.0
44,261,4.0
44,238,5.0
44,281,2.0
44,219,5.0
44,157,2.0
44,21,3.0
45,242,3.0
45,247,2.0
45,24,1.0
45,9,1.0
45,249,3.0
45,223,1.0
45,94,2.0
45,270,1.0
45,195,2.0
45,51,1.0
45,70,1.0
45,272,2.0
45,85,1.0
45,55,1.0
45,179,2.0
46,205,1.0
46,294,1.0
46,129,3.0
46,86,3.0
46,231,2.0
46,102,4.0
46,49,3.0
46,5,1.0
46,105,2.0
46,256,4.0
46,183,1.0
46,176,5.0
46,35,4.0
46,137,5.0
46,150,2.0
47,193,3.0
47,137,3.0
47,126,2.0
47,30,2.0
47,32,1.0
47,122,3.0
47,46,3.0
47,24,2.0
47,199,4.0
47,189,3.0
47,162,2.0
47,165,4.0
47,286,1.0
47,184,1.0
47,236,1.0
48,277,5.0
48,6,4.0
48,146,4.0
48,278,5.0
48,22,3.0
48,290,4.0
48,101,4.0
48,214,3.0
48,190,3.0
48,275,5.0
48,27,3.0
48,94,2.0
48,99,5.0
48,85,3.0
48,197,4.0
49,82,2.0
49,187,4.0
49,64,2.0
49,247,2.0
49,60,4.0
49,241,4.0
49,177,4.0
49,225,3.0
49,30,1.0
49,7,3.0
49,163,4.0
49,122,5.0
49,2,2.0
49,161,3.0
49,118,5.0
50,82,1.0
50,113,1.0
50,129,3.0
50,64,3.0
50,42,2.0
50,67,1.0
50,197,1.0
50,103,1.0
50,266,1.0
50,231,2.0
50,263,1.0
50,268,1.0
50,20,2.0
50,189,1.0
50,6,1.0
51,162,4.0
51,189,2.0
51,147,2.0
51,29,1.0
51,274,3.0
51,244,2.0
51,283,3.0
51,218,1.0
51,72,5.0
51,226,5.0
51,26,4.0
51,260,1.0
51,116,3.0
51,294,1.0
51,232,4.0
52,217,1.0
52,80,2.0
52,218,4.0
52,119,3.0
52,91,2.0
52,257,2.0
52,39,3.0
52,32,3.0
52,70,1.0
52,214,1.0
52,281,1.0
52,59,3.0
52,74,3.0
52,143,3.0
52,115,2.0
53,143,5.0
53,67,4.0
53,224,5.0
53,127,3.0
53,299,5.0
53,178,1.0
53,199,5.0
53,146,4.0
53,57,4.0
53,225,3.0
53,19,5.0
53,269,5.0
53,217,2.0
53,292,1.0
53,216,4.0
54,80,2.0
54,94,5.0
54,186,4.0
54,286,3.0
54,29,4.0
54,240,1.0
54,16,3.0
54,101,5.0
54,244,2.0
54,53,4.0
54,216,5.0
54,151,2.0
54,73,5.0
54,161,5.0
54,106,3.0
55,140,2.0
55,297,2.0
55,84,5.0
55,123,3.0
55,196,3.0
55,283,2.0
55,6,2.0
55,204,4.0
55,103,2.0
55,73,3.0
55,45,4.0
55,53,1.0
55,203,1.0
55,91,2.0
55,146,1.0
56,26,3.0
56,90,2.0
56,149,3.0
56,205,1.0
56,87,2.0
56,151,1.0
56,38,1.0
56,54,4.0
56,240,1.0
56,199,4.0
56,225,2.0
56,162,4.0
56,129,3.0
56,158,2.0
56,65,1.0
57,55,4.0
57,53,5.0
57,209,3.0
57,102,4.0
57,186,2.0
57,137,3.0
57,92,3.0
57,190,2.0
57,68,2.0
57,10,2.0
57,50,3.0
57,14,5.0
57,78,2.0
57,0,3.0
57,73,5.0
58,250,3.0
58,95,4.0
58,27,4.0
58,32,4.0
58,297,3.0
58,59,5.0
58,97,4.0
58,207,5.0
58,258,5.0
58,91,5.0
58,246,3.0
58,159,5.0
58,77,1.0
58,243,4.0
58,293,4.0
59,251,4.0
59,235,3.0
59,224,5.0
59,206,3.0
59,10,1.0
59,90,2.0
59,94,3.0
59,285,4.0
59,180,2.0
59,217,2.0
59,15,5.0
59,192,5.0
59,256,3.0
59,246,1.0
59,282,4.0
60,127,2.0
60,182,4.0
60,59,4.0
60,283,2.0
60,168,3.0
60,81,1.0
60,20,3.0
60,227,3.0
60,121,4.0
60,215,1.0
60,128,2.0
60,106,2.0
60,35,4.0
60,241,1.0
60,94,2.0
61,124,2.0
61,133,2.0
61,64,3.0
61,46,4.0
61,284,3.0
61,33,1.0
61,180,2.0
61,280,1.0
61,92,1.0
61,127,4.0
61,42,4.0
61,258,4.0
61,217,1.0
61,28,3.0
61,87,2.0
62,7,2.0
62,270,3.0
62,296,3.0
62,268,4.0
62,87,3.0
62,122,4.0
62,153,4.0
62,88,2.0
62,141,2.0
62,24,3.0
62,63,4.0
62,117,4.0
62,219,3.0
62,286,3.0
62,180,3.0
63,132,5.0
63,295,5.0
63,99,3.0
63,117,5.0
63,110,1.0
63,105,2.0
63,95,3.0
63,225,4.0
63,204,2.0
63,147,4.0
63,179,4.0
63,49,4.0
63,195,4.0
63,30,2.0
63,29,5.0
64,267,5.0
64,75,3.0
64,178,1.0
64,289,4.0
64,204,3.0
64,195,3.0
64,242,3.0
64,106,3.0
64,149,5.0
64,6,2.0
64,57,5.0
64,78,1.0
64,1,5.0
64,298,3.0
64,79,4.0
65,192,2.0
65,171,1.0
65,38,1.0
65,241,1.0
65,85,1.0
65,174,1.0
65,167,2.0
65,281,1.0
65,199,3.0
65,9,2.0
65,104,3.0
65,263,2.0
65,205,1.0
65,91,2.0
65,22,3.0
66,295,5.0
66,209,3.0
66,40,1.0
66,49,5.0
66,202,1.0
66,199,4.0
66,198,1.0
66,274,2.0
66,147,4.0
66,162,4.0
66,12,5.0
66,259,3.0
66,261,4.0
66,120,4.0
66,271,5.0
67,133,4.0
67,33,1.0
67,205,4.0
67,184,5.0
67,17,2.0
67,97,4.0
67,37,2.0
67,151,1.0
67,294,3.0
67,273,5.0
67,36,4.0
67,254,2.0
67,122,4.0
67,150,2.0
67,222,3.0
68,43,3.0
68,227,4.0
68,98,5.0
68,274,3.0
68,59,5.0
68,188,4.0
68,208,3.0
68,102,5.0
68,52,4.0
68,197,4.0
68,85,3.0
68,47,3.0
68,111,4.0
68,73,5.0
68,181,3.0
69,76,4.0
69,88,3.0
69,77,3.0
69,278,4.0
69,143,5.0
69,38,3.0
69,227,4.0
69,179,4.0
69,205,3.0
69,45,5.0
69,120,5.0
69,161,5.0
69,229,5.0
69,219,5.0
69,251,3.0
70,134,2.0
70,55,4.0
70,263,1.0
70,93,1.0
70,281,2.0
70,42,2.0
70,17,1.0
70,115,1.0
70,113,2.0
70,276,1.0
70,237,3.0
70,102,5.0
70,223,2.0
70,137,3.0
70,45,3.0
71,99,4.0
71,255,3.0
71,213,3.0
71,173,5.0
71,55,2.0
71,289,4.0
71,145,4.0
71,94,2.0
71,273,5.0
71,16,2.0
71,12,3.0
71,194,1.0
71,116,5.0
71,142,2.0
71,290,3.0
72,122,3.0
72,283,2.0
72,223,2.0
72,285,4.0
72,250,4.0
72,125,2.0
72,98,2.0
72,172,2.0
72,227,1.0
72,76,2.0
72,143,4.0
72,175,5.0
72,256,3.0
72,123,3.0
72,37,4.0
73,31,4.0
73,287,4.0
73,134,2.0
73,274,5.0
73,12,4.0
73,299,5.0
73,95,3.0
73,240,2.0
73,127,4.0
73,178,2.0
73,282,3.0
73,285,4.0
73,99,5.0
73,181,2.0
73,96,3.0
74,184,5.0
74,82,5.0
74,208,1.0
74,198,1.0
74,136,4.0
74,120,4.0
74,279,2.0
74,20,4.0
74,275,5.0
74,135,2.0
74,272,5.0
74,278,4.0
74,244,3.0
74,207,3.0
74,262,3.0
75,39,2.0
75,265,3.0
75,5,1.0
75,67,2.0
75,17,2.0
75,243,2.0
75,60,1.0
75,158,1.0
75,276,1.0
75,227,4.0
75,136,4.0
75,31,2.0
75,246,2.0
75,22,3.0
75,14,3.0
76,256,1.0
76,293,2.0
76,13,4.0
76,252,3.0
76,213,3.0
76,102,4.0
76,48,4.0
76,185,3.0
76,190,3.0
76,132,4.0
76,235,3.0
76,216,2.0
76,141,2.0
76,212,1.0
76,294,1.0
77,31,2.0
77,86,3.0
77,262,3.0
77,162,1.0
77,248,1.0
77,251,3.0
77,291,2.0
77,297,2.0
77,75,4.0
77,221,3.0
77,156,4.0
77,62,1.0
77,105,1.0
77,240,2.0
77,199,5.0
78,70,3.0
78,127,3.0
78,6,3.0
78,98,4.0
78,39,3.0
78,129,4.0
78,175,4.0
78,241,4.0
78,43,2.0
78,152,5.0
78,197,3.0
78,257,4.0
78,56,4.0
78,154,4.0
78,198,3.0
79,149,4.0
79,281,3.0
79,108,5.0
79,249,5.0
79,256,3.0
79,139,2.0
79,54,4.0
79,233,3.0
79,89,3.0
79,143,5.0
79,181,2.0
79,183,4.0
79,280,3.0
79,32,5.0
79,37,4.0
80,266,2.0
80,228,5.0
80,84,4.0
80,32,2.0
80,83,1.0
80,158,3.0
80,177,2.0
80,261,3.0
80,29,2.0
80,149,2.0
80,281,1.0
80,252,2.0
80,61,2.0
80,185,2.0
80,226,5.0
81,56,2.0
81,40,1.0
81,254,1.0
81,217,1.0
81,281,2.0
81,84,4.0
81,106,3.0
81,19,3.0
81,284,3.0
81,128,1.0
81,36,2.0
81,81,4.0
81,280,1.0
81,229,2.0
81,10,2.0
82,48,2.0
82,109,3.0
82,239,4.0
82,189,2.0
82,197,4.0
82,88,4.0
82,229,5.0
82,2,4.0
82,22,3.0
82,163,3.0
82,79,5.0
82,278,3.0
82,270,4.0
82,107,2.0
82,50,1.0
83,140,2.0
83,291,2.0
83,9,5.0
83,196,2.0
83,233,2.0
83,112,2.0
83,206,5.0
83,97,5.0
83,276,5.0
83,40,4.0
83,175,3.0
83,228,5.0
83,147,2.0
83,270,3.0
83,157,1.0
84,59,5.0
84,126,5.0
84,8,4.0
84,177,3.0
84,113,5.0
84,99,3.0
84,265,5.0
84,38,3.0
84,159,4.0
84,240,1.0
84,46,5.0
84,222,3.0
84,85,4.0
84,132,4.0
84,73,5.0
85,250,4.0
85,133,3.0
85,35,3.0
85,174,1.0
85,179,4.0
85,154,3.0
85,170,2.0
85,108,2.0
85,114,4.0
85,18,2.0
85,119,2.0
85,232,4.0
85,281,1.0
85,266,4.0
85,193,1.0
86,140,1.0
86,106,3.0
86,115,3.0
86,234,2.0
86,70,3.0
86,88,2.0
86,131,4.0
86,178,1.0
86,260,2.0
86,121,3.0
86,114,2.0
86,262,1.0
86,7,1.0
86,47,1.0
86,144,1.0
87,294,2.0
87,210,4.0
87,6,3.0
87,110,3.0
87,239,2.0
87,271,4.0
87,282,3.0
87,244,4.0
87,215,2.0
87,63,5.0
87,47,2.0
87,207,5.0
87,283,5.0
87,202,3.0
87,297,5.0
88,35,5.0
88,114,5.0
88,6,2.0
88,265,5.0
88,142,4.0
88,77,4.0
88,68,1.0
88,30,1.0
88,34,1.0
88,26,4.0
88,283,4.0
88,128,3.0
88,192,5.0
88,62,5.0
88,64,2.0
89,226,5.0
89,91,5.0
89,23,3.0
89,236,3.0
89,195,3.0
89,76,5.0
89,40,2.0
89,106,3.0
89,269,5.0
89,81,5.0
89,276,5.0
89,120,5.0
89,32,4.0
89,163,4.0
89,3,4.0
90,285,5.0
90,99,2.0
90,132,1.0
90,164,2.0
90,11,1.0
90,203,1.0
90,243,1.0
90,31,1.0
90,214,2.0
90,52,1.0
90,273,3.0
90,276,1.0
90,64,1.0
90,115,4.0
90,96,2.0
91,4,2.0
91,8,2.0
91,205,1.0
91,143,4.0
91,299,3.0
91,268,4.0
91,190,3.0
91,183,3.0
91,17,3.0
91,229,3.0
91,273,2.0
91,122,3.0
91,278,2.0
91,107,1.0
91,178,1.0
92,170,3.0
92,137,3.0
92,134,1.0
92,80,3.0
92,290,3.0
92,4,1.0
92,256,4.0
92,225,3.0
92,293,3.0
92,116,3.0
92,271,5.0
92,57,4.0
92,215,3.0
92,254,4.0
92,233,3.0
93,64,2.0
93,236,3.0
93,169,4.0
93,206,3.0
93,90,1.0
93,9,4.0
93,202,2.0
93,65,1.0
93,278,3.0
93,127,3.0
93,287,4.0
93,125,4.0
93,48,4.0
93,71,4.0
93,153,4.0
94,88,3.0
94,118,5.0
94,215,4.0
94,249,5.0
94,189,4.0
94,113,5.0
94,290,4.0
94,35,5.0
94,279,4.0
94,193,3.0
94,102,5.0
94,237,5.0
94,186,4.0
94,167,3.0
94,155,4.0
95,130,1.0
95,55,4.0
95,234,3.0
95,225,3.0
95,107,1.0
95,46,5.0
95,243,1.0
95,133,2.0
95,251,3.0
95,93,2.0
95,58,1.0
95,205,1.0
95,0,2.0
95,83,1.0
95,132,3.0
96,200,4.0
96,245,2.0
96,121,4.0
96,118,2.0
96,126,1.0
96,178,1.0
96,287,3.0
96,203,2.0
96,140,1.0
96,244,2.0
96,179,4.0
96,289,2.0
96,93,1.0
96,223,1.0
96,299,2.0
97,266,3.0
97,256,4.0
97,254,3.0
97,140,3.0
97,231,4.0
97,267,3.0
97,200,5.0
97,155,1.0
97,138,2.0
97,290,4.0
97,180,1.0
97,184,3.0
97,275,4.0
97,100,3.0
97,156,2.0
98,31,5.0
98,236,4.0
98,46,5.0
98,134,3.0
98,28,5.0
98,221,4.0
98,145,5.0
98,269,5.0
98,144,5.0
98,48,3.0
98,285,4.0
98,109,5.0
98,276,4.0
98,2,3.0
98,85,2.0
99,37,4.0
99,150,4.0
99,231,3.0
99,99,3.0
99,236,4.0
99,20,3.0
99,5,2.0
99,237,5.0
99,265,5.0
99,106,2.0
99,103,3.0
99,229,5.0
99,209,4.0
99,145,5.0
99,117,5.0
100,277,1.0
100,13,3.0
100,158,2.0
100,90,3.0
100,271,1.0
100,142,3.0
100,288,1.0
100,243,3.0
100,270,3.0
100,257,1.0
100,72,4.0
100,170,1.0
100,267,3.0
100,126,2.0
100,134,2.0
101,260,2.0
101,171,3.0
101,142,3.0
101,16,1.0
101,22,4.0
101,287,3.0
101,279,2.0
101,118,3.0
101,49,5.0
101,283,4.0
101,75,3.0
101,198,4.0
101,190,2.0
101,48,2.0
101,268,2.0
102,15,5.0
102,229,4.0
102,262,1.0
102,247,4.0
102,143,4.0
102,10,2.0
102,296,3.0
102,80,3.0
102,199,4.0
102,254,1.0
102,288,1.0
102,231,4.0
102,221,1.0
102,188,3.0
102,106,2.0
103,222,4.0
103,119,4.0
103,209,3.0
103,127,5.0
103,79,4.0
103,242,5.0
103,278,4.0
103,234,4.0
103,158,5.0
103,279,4.0
103,204,2.0
103,7,3.0
103,83,4.0
103,257,5.0
103,142,4.0
104,142,1.0
104,22,5.0
104,262,2.0
104,156,3.0
104,51,3.0
104,106,1.0
104,246,4.0
104,272,5.0
104,138,2.0
104,281,3.0
104,219,5.0
104,74,4.0
104,78,1.0
104,192,5.0
104,285,3.0
105,22,3.0
105,23,3.0
105,235,3.0
105,147,2.0
105,178,1.0
105,83,1.0
105,32,3.0
105,38,3.0
105,196,1.0
105,115,2.0
105,180,2.0
105,279,3.0
105,222,5.0
105,27,3.0
105,102,3.0
106,198,2.0
106,226,4.0
106,125,2.0
106,5,1.0
106,258,2.0
106,87,2.0
106,152,5.0
106,117,3.0
106,32,3.0
106,215,1.0
106,285,2.0
106,4,2.0
106,105,3.0
106,182,3.0
106,53,2.0
107,252,5.0
107,56,4.0
107,146,3.0
107,220,2.0
107,181,1.0
107,277,2.0
107,297,4.0
107,51,2.0
107,96,2.0
107,172,3.0
107,136,5.0
107,271,5.0
107,287,3.0
107,293,3.0
107,12,5.0
108,278,5.0
108,163,2.0
108,241,3.0
108,280,2.0
108,59,5.0
108,147,3.0
108,213,4.0
108,222,5.0
108,216,3.0
108,197,4.0
108,88,5.0
108,30,2.0
108,255,5.0
108,103,3.0
108,203,1.0
109,25,4.0
109,71,3.0
109,31,2.0
109,93,5.0
109,75,3.0
109,133,4.0
109,197,4.0
109,202,5.0
109,17,3.0
109,9,4.0
109,144,5.0
109,66,5.0
109,250,4.0
109,16,3.0
109,215,3.0
110,26,1.0
110,8,1.0
110,147,4.0
110,18,1.0
110,74,1.0
110,141,1.0
110,202,2.0
110,39,1.0
110,225,2.0
110,57,1.0
110,118,1.0
110,186,2.0
110,108,1.0
110,5,1.0
110,50,2.0
111,15,3.0
111,87,3.0
111,109,3.0
111,211,2.0
111,27,3.0
111,119,4.0
111,246,2.0
111,130,1.0
111,147,3.0
111,63,4.0
111,114,5.0
111,33,1.0
111,227,4.0
111,26,3.0
111,13,4.0
112,247,4.0
112,282,2.0
112,207,5.0
112,145,5.0
112,7,1.0
112,32,4.0
112,169,3.0
112,117,5.0
112,275,3.0
112,196,3.0
112,26,3.0
112,129,3.0
112,91,3.0
112,140,1.0
112,189,3.0
113,212,1.0
113,223,3.0
113,155,4.0
113,180,4.0
113,271,5.0
113,294,2.0
113,11,2.0
113,173,5.0
113,261,5.0
113,0,3.0
113,258,5.0
113,281,2.0
113,168,5.0
113,156,3.0
113,90,2.0
114,239,4.0
114,24,2.0
114,179,5.0
114,125,2.0
114,79,5.0
114,118,5.0
114,103,2.0
114,65,4.0
114,26,4.0
114,210,3.0
114,99,4.0
114,13,5.0
114,238,5.0
114,97,5.0
114,169,4.0
115,38,1.0
115,16,1.0
115,239,2.0
115,244,2.0
115,227,2.0
115,284,2.0
115,251,3.0
115,266,2.0
115,111,2.0
115,220,2.0
115,298,1.0
115,211,1.0
115,280,1.0
115,249,2.0
115,67,1.0
116,223,3.0
116,140,1.0
116,158,2.0
116,203,1.0
116,50,3.0
116,32,3.0
116,138,2.0
